line_id,seq,name,resolve,station_id,region,lat,lon,aliases
ktx_gyeongjeon,8,서대구,existing,daegu_0846,,,,
ktx_gyeongjeon,9,동대구,existing,daegu_0824,,,,
ktx_gyeongjeon,10,경산,existing,daegu_0804,,,,
ktx_gyeongjeon,11,밀양,new,,national,35.4744457,128.7771466,
ktx_gyeongjeon,12,진영,new,,national,35.298602,128.7740326,
ktx_gyeongjeon,13,창원중앙,new,,national,35.14,128.42,
ktx_gyeongjeon,14,창원,new,,national,35.15,128.36,
ktx_gyeongjeon,15,마산,new,,national,35.14,128.34,
ktx_gyeongjeon,16,진주,new,,national,35.15,128.11,
ktx_jeolla,1,행신,existing,capital_0782,,,,
ktx_jeolla,2,서울,existing,capital_0456,,,,
ktx_jeolla,3,용산,existing,capital_0630,,,,
ktx_jeolla,4,광명,existing,capital_0213,,,,
ktx_jeolla,5,천안아산,new,,national,36.79391,127.10445,
ktx_jeolla,6,오송,new,,national,36.620557,127.327377,
ktx_jeolla,7,공주,new,,national,36.332361,127.096778,
ktx_jeolla,8,서대전,new,,national,36.32264061,127.4033177,
ktx_jeolla,9,계룡,new,,national,36.272964,127.265421,
ktx_jeolla,10,논산,new,,national,36.20714967,127.0923195,
ktx_jeolla,11,익산,new,,national,35.9394,126.946773,
ktx_jeolla,12,전주,new,,national,35.849772,127.161845,
ktx_jeolla,13,남원,new,,national,35.411284,127.361398,
ktx_jeolla,14,곡성,new,,national,35.28,127.3,
ktx_jeolla,15,구례구,new,,national,35,127,
ktx_jeolla,16,순천,new,,national,34.95,127.5,
ktx_jeolla,17,여천,new,,national,34.78,127.66,
ktx_jeolla,18,여수EXPO,new,,national,34.75,127.75,여수엑스포|여수
ktx_gangneung,1,행신,existing,capital_0782,,,,
ktx_gangneung,2,서울,existing,capital_0456,,,,
ktx_gangneung,3,청량리,existing,capital_0737,,,,
ktx_gangneung,4,상봉,existing,capital_0440,,,,
ktx_gangneung,5,덕소,existing,capital_0295,,,,
ktx_gangneung,6,양평,existing,capital_0586,,,,
ktx_gangneung,7,서원주,new,,national,37.349082,127.839965,
ktx_gangneung,8,만종,new,,national,37.3545011,127.8925572,
ktx_gangneung,9,횡성,new,,national,37.4836479,128.0104433,
ktx_gangneung,10,둔내,new,,national,37.510619,128.222225,
ktx_gangneung,11,평창,new,,national,37.5620242,128.4292237,
ktx_gangneung,12,진부(오대산),new,,national,37.642891,128.573885,진부|오대산
ktx_gangneung,13,강릉,new,,national,37.7645622,128.8994852,
ktx_gangneung,14,정동진,new,,national,37.691459,129.032672,
ktx_gangneung,15,묵호,new,,national,37.5468825,129.1076845,
ktx_gangneung,16,동해,new,,national,37.4949,129.1401,
ktx_jungang,1,서울,existing,capital_0456,,,,
ktx_jungang,2,청량리,existing,capital_0737,,,,
ktx_jungang,3,양평,existing,capital_0586,,,,
ktx_jungang,4,서원주,new,,national,37.349082,127.839965,
ktx_jungang,5,원주,new,,national,37.315989,127.921874,
ktx_jungang,6,제천,new,,national,37.128505,128.204927,
ktx_jungang,7,단양,new,,national,36.973258,128.343474,
ktx_jungang,8,풍기,new,,national,36.888086,128.539104,
ktx_jungang,9,영주,new,,national,36.81101017,128.625046,
ktx_jungang,10,안동,new,,national,36.57457563,128.6747619,
ktx_jungbunaeryuk,1,판교(경기),existing,capital_0758,,,,판교
ktx_jungbunaeryuk,2,부발,existing,capital_0404,,,,
ktx_jungbunaeryuk,3,가남,new,,national,37.197808,127.535789,
ktx_jungbunaeryuk,4,감곡장호원,new,,national,37.0727,127.3803,
ktx_jungbunaeryuk,5,앙성온천,new,,national,37.09222,127.7871,
ktx_jungbunaeryuk,6,충주,new,,national,36.9760489,127.9091488,
srt_gyeongbu,1,수서,existing,capital_0506,,,,
srt_gyeongbu,2,동탄,existing,capital_0940,,,,
srt_gyeongbu,3,평택지제,existing,capital_0763,,,,
srt_gyeongbu,4,천안아산,new,,national,36.79391,127.10445,
srt_gyeongbu,5,오송,new,,national,36.620557,127.327377,
srt_gyeongbu,6,대전,existing,daejeon_0901,,,,
srt_gyeongbu,7,김천구미,new,,national,36.113482,128.180991,김천(구미)
srt_gyeongbu,8,서대구,existing,daegu_0846,,,,
srt_gyeongbu,9,동대구,existing,daegu_0824,,,,
srt_gyeongbu,10,경주,new,,national,35.798766,129.138752,신경주
srt_gyeongbu,11,울산(통도사),new,,national,35.5515794,129.1385479,울산|통도사
srt_gyeongbu,12,부산,existing,busan_0076,,,,
srt_honam,1,수서,existing,capital_0506,,,,
srt_honam,2,동탄,existing,capital_0940,,,,
srt_honam,3,평택지제,existing,capital_0763,,,,
srt_honam,4,천안아산,new,,national,36.79391,127.10445,
srt_honam,5,오송,new,,national,36.620557,127.327377,
srt_honam,6,공주,new,,national,36.332361,127.096778,
srt_honam,7,익산,new,,national,35.9394,126.946773,
srt_honam,8,정읍,new,,national,35.575556,126.8425,
srt_honam,9,광주송정,existing,gwangju_0919,,,,
srt_honam,10,나주,new,,national,35.01,126.18,
srt_honam,11,목포,new,,national,34.79,126.39,
srt_jeolla,1,수서,existing,capital_0506,,,,
srt_jeolla,2,동탄,existing,capital_0940,,,,
srt_jeolla,3,평택지제,existing,capital_0763,,,,
srt_jeolla,4,천안아산,new,,national,36.79391,127.10445,
srt_jeolla,5,오송,new,,national,36.620557,127.327377,
srt_jeolla,6,공주,new,,national,36.332361,127.096778,
srt_jeolla,7,익산,new,,national,35.9394,126.946773,
srt_jeolla,8,전주,new,,national,35.849772,127.161845,
srt_jeolla,9,남원,new,,national,35.411284,127.361398,
srt_jeolla,10,곡성,new,,national,35.28,127.3,
srt_jeolla,11,구례구,new,,national,35,127,
srt_jeolla,12,순천,new,,national,34.95,127.5,
srt_jeolla,13,여천,new,,national,34.78,127.66,
srt_jeolla,14,여수EXPO,new,,national,34.75,127.75,여수엑스포|여수
srt_gyeongjeon,1,수서,existing,capital_0506,,,,
srt_gyeongjeon,2,동탄,existing,capital_0940,,,,
srt_gyeongjeon,3,평택지제,existing,capital_0763,,,,
srt_gyeongjeon,4,천안아산,new,,national,36.79391,127.10445,
srt_gyeongjeon,5,오송,new,,national,36.620557,127.327377,
srt_gyeongjeon,6,대전,existing,daejeon_0901,,,,
srt_gyeongjeon,7,김천구미,new,,national,36.113482,128.180991,김천(구미)
srt_gyeongjeon,8,서대구,existing,daegu_0846,,,,
srt_gyeongjeon,9,동대구,existing,daegu_0824,,,,
srt_gyeongjeon,10,밀양,new,,national,35.4744457,128.7771466,
srt_gyeongjeon,11,진영,new,,national,35.298602,128.7740326,
srt_gyeongjeon,12,창원중앙,new,,national,35.14,128.42,
srt_gyeongjeon,13,창원,new,,national,35.15,128.36,
srt_gyeongjeon,14,마산,new,,national,35.14,128.34,
srt_gyeongjeon,15,진주,new,,national,35.15,128.11,
srt_donghae,1,수서,existing,capital_0506,,,,
srt_donghae,2,동탄,existing,capital_0940,,,,
srt_donghae,3,평택지제,existing,capital_0763,,,,
srt_donghae,4,천안아산,new,,national,36.79391,127.10445,
srt_donghae,5,오송,new,,national,36.620557,127.327377,
srt_donghae,6,대전,existing,daejeon_0901,,,,
srt_donghae,7,김천구미,new,,national,36.113482,128.180991,김천(구미)
srt_donghae,8,서대구,existing,daegu_0846,,,,
srt_donghae,9,동대구,existing,daegu_0824,,,,
srt_donghae,10,포항,new,,national,36.071865,129.341983,
